Tên phim,Link review,Thể loại,Ảnh
"Vú Em Dạy ""Yêu""",https://www.momo.vn/cinema/no-hard-feelings-983/review,"Tình cảm, Hài, Lãng mạn",https://cinema.momocdn.net/img/7393514040737560-t0zJXqmx3BL2W934hnNk7gcF4Re.jpg
Tom & Jerry: Quậy Tung New York,https://www.momo.vn/cinema/tom-jerry-515/review,"Gia đình, Phiêu lưu, Hài",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142501-637908999016746702.jpg
Nhà Có Năm Nàng Dâu,https://www.momo.vn/cinema/quintessential-quintuplets-movie-840/review,"Hài, Lãng mạn, Hoạt hình",https://cinema.momocdn.net/img/85196915879658837-jBIMZ0AlUYuFNsKbd4L6FojWMoy.jpg
Dòng Máu Đặc Cảnh,https://www.momo.vn/cinema/the-policemans-lineage-627/review,"Bí ẩn, Tội phạm, Drama, Hình sự",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142908-637909001488166926.jpg
Gia Tộc Gucci,https://www.momo.vn/cinema/house-of-gucci-621/review,"Chính kịch, Gay cấn, Hình sự",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142859-637909001396031836.jpg
Chàng Trai Xinh Đẹp Của Tôi,https://www.momo.vn/cinema/my-beautiful-man-979/review,"Chính kịch, Tình cảm, Lãng mạn",https://cinema.momocdn.net/img/6690506359292545-1_04_1009_1188b.jpg
Tay Đấm Huyền Thoại 3,https://www.momo.vn/cinema/creed-iii-866/review,Chính kịch,https://cinema.momocdn.net/img/88914590600476025-26YLjaC1udGEmSvlM1P5eBGWO5h.jpg
Tiếng Gõ Ở Căn Nhà Gỗ,https://www.momo.vn/cinema/knock-at-the-cabin-833/review,"Chính kịch, Gay cấn, Kinh dị",https://cinema.momocdn.net/img/84098485331211655-2oqhD3ceejcjELPhJ6ykMxoi8WD.jpg
Mèo Béo Siêu Đẳng,https://www.momo.vn/cinema/the-amazing-maurice-915/review,"Gia đình, Phiêu lưu, Hài, Hoạt hình",https://cinema.momocdn.net/img/94294095730617834-8XhPYdTbQ2Us7b1OfXYAa7mVuZ9.jpg
Lightyear: Cảnh Sát Vũ Trụ,https://www.momo.vn/cinema/lightyear-681/review,"Gia đình, Phiêu lưu, Khoa học - Viễn tưởng, Hành động, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143110-637909002707243167.jpg
Trục Quỷ,https://www.momo.vn/cinema/the-banishing-474/review,Kinh dị,https://homepage.momocdn.net/cinema/momo-cdn-api-220615142351-637908998315284919.jpg
Thanh Âm Tình Đầu (Chiếu lại),https://www.momo.vn/cinema/ditto-932/review,"Chính kịch, Tình cảm, Lãng mạn",https://cinema.momocdn.net/img/1005418221700541-bBFpkBVlOR2qeT6oE3W9uPkfNOr.jpg
Lời Nguyền Tầm Da,https://www.momo.vn/cinema/mal-de-ojo-852/review,Kinh dị,https://cinema.momocdn.net/img/86943366384238248-xOcwcyLM2lqXCrZG8AIHC8DXElF.jpg
Chạy Đua Với Tử Thần,https://www.momo.vn/cinema/drive-23909/review,"Gay cấn, Hành động",https://cinema.momocdn.net/img/14494131673714282-vVvX9JHYswQoGqwCMTyUNi2k9XH.jpg
Đừng Mở Cửa,https://www.momo.vn/cinema/door-23849/review,"Gay cấn, Bí ẩn, Kinh dị",https://cinema.momocdn.net/img/44382959389971453-3SrxfpmXfsjibeFQK562gGQDCRx.jpg
Hội Chứng Tuổi Thanh Xuân: Cô Bé Đeo Cặp Sách,https://www.momo.vn/cinema/rascal-does-not-dream-of-a-knapsack-kid-23762/review,"Chính kịch, Hoạt hình",https://cinema.momocdn.net/img/34430850328212248-65dc848f8be2c008857021.jpg
Cô Thành Trong Gương,https://www.momo.vn/cinema/lonely-castle-23574/review,"Chính kịch, Bí ẩn, Khoa học - Viễn tưởng, Hoạt hình",https://cinema.momocdn.net/img/12742457728185040-7sMDPzLuDcql5Gwz2OCQVeeDyGp.jpg
WINNER 2022: THE CIRCLE,https://www.momo.vn/cinema/winner-2022-the-circle-958/review,"Chính kịch, Âm Nhạc, Tài liệu",https://cinema.momocdn.net/img/4187483119163927-maxresdefault%20(13
Đàm Phán,https://www.momo.vn/cinema/the-point-man-937/review,"Hình sự, Hành động",https://cinema.momocdn.net/img/1769304944222327-1cnknzG8hDYq6qYk75HGzFTre4m.jpg
Doraemon: Luôn Bên Bạn,https://www.momo.vn/cinema/stand-by-me-2-590/review,"Gia đình, Tình cảm, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142729-637909000491855010.jpg
Mortal Kombat: Cuộc Chiến Sinh Tử,https://www.momo.vn/cinema/mortal-kombat-85/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615135330-637908980108469567.jpg
Vây Hãm Tại Đài Bắc,https://www.momo.vn/cinema/weekend-in-taipei-24090/review,"Gay cấn, Hành động",https://cinema.momocdn.net/img/50559971542693590-zafjILdj6K91LOX4w4lCD48utxZ.jpg
Vũ Điệu Chiến Thắng,https://www.momo.vn/cinema/victory-23984/review,"Chính kịch, Hài",https://cinema.momocdn.net/img/52596776898408190-ySAGMTGqZpEON0VpE0bjyLerde.jpg
Katak và Sứ Mệnh Chinh Phục Đại Dương,https://www.momo.vn/cinema/katak-le-brave-beluga-23743/review,"Gia đình, Phiêu lưu, Hoạt hình",https://cinema.momocdn.net/img/30997713373157351-xgRLyliEA7XatJHmdvKnqghzhOs.jpg
Thành Phố Ngủ Gật,https://www.momo.vn/cinema/thanh-pho-ngu-gat-23670/review,"Chính kịch, Hình sự",https://cinema.momocdn.net/img/22255557085283946-maxresdefault%20(18
Trừng Phạt,https://www.momo.vn/cinema/retribution-23633/review,"Chính kịch, Gay cấn, Hình sự, Hành động",https://cinema.momocdn.net/img/19326887381965801-tUlUdP04nDWsy372myIHuA2qdNv.jpg
Bay Vào Tử Địa,https://www.momo.vn/cinema/plane-922/review,"Gay cấn, Hành động",https://cinema.momocdn.net/img/670194441197789-9Rq14Eyrf7Tu1xk0Pl7VcNbNh1n.jpg
Cổng Địa Ngục,https://www.momo.vn/cinema/guimoon-the-lightless-door-607/review,"Gay cấn, Ma, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142808-637909000889507073.jpg
Ozi: Phi Vụ Rừng Xanh,https://www.momo.vn/cinema/ozi-voice-of-the-forest-24132/review,"Gia đình, Phiêu lưu, Hoạt hình",https://cinema.momocdn.net/img/24686709137603315-9XBVJBj8smienzhkZ2ocW7fytWZ.jpg
Trò Chơi Nhân Tính,https://www.momo.vn/cinema/exit-24072/review,Kinh dị,https://cinema.momocdn.net/img/92030841570345901-kuqVtuENGjYDHMcyGTg6Z4KIzIE.jpg
Điệp Vụ Cuối Cùng,https://www.momo.vn/cinema/the-bricklayer-23728/review,"Gay cấn, Hành động",https://cinema.momocdn.net/img/29609444366803533-yVLnNOWDz29EHjc4SwmYRWUifNW.jpg
Tình Người Duyên Ma Ngoại Truyện,https://www.momo.vn/cinema/tid-noi-more-than-true-love-990/review,"Ma, Hài, Lãng mạn",https://cinema.momocdn.net/img/8550546220461708-maxresdefault%20(2
Renfield: Tay Sai Của Quỷ,https://www.momo.vn/cinema/renfield-907/review,"Kinh dị, Hài, Hành động",https://cinema.momocdn.net/img/93258279704976509-4i7AOulBDCaZIQRckIrT1Jcz8yf.jpg
Xác Ướp: Cuộc Phiêu Lưu Đến London,https://www.momo.vn/cinema/mummies-909/review,"Gia đình, Phiêu lưu, Hài, Hoạt hình",https://cinema.momocdn.net/img/93508804589573438-uI1EvYeXNri9BbpcP3YzE4XVUJW.jpg
Quyết Tâm Cua Em,https://www.momo.vn/cinema/oh-my-girl-893/review,"Tình cảm, Hài, Lãng mạn",https://cinema.momocdn.net/img/90828833167622639-wnRcxfwP4Yp2DHqJQXTxBbqWIrp.jpg
Thỏ Gà Rà Kho Báu,https://www.momo.vn/cinema/chickenhare-and-the-hamster-of-darkness-671/review,"Gia đình, Phiêu lưu, Hài, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143042-637909002428757114.jpg
Đao Kiếm Thần Vực: Ranh Giới Hư Ảo,https://www.momo.vn/cinema/sword-art-online-the-movie-progressive-aria-of-a-starless-night-628/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hành động, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142910-637909001500799903.jpg
Đảo Cuồng Sát,https://www.momo.vn/cinema/pulau-hantu-ghost-island-24233/review,"Kinh dị, Phiêu lưu",https://image.tmdb.org/t/p/w780/xdWp1LpiutVD79d9E68JaHrltU9.jpg
Người Sói,https://www.momo.vn/cinema/wolf-man-24226/review,"Gay cấn, Kinh dị",https://image.tmdb.org/t/p/w780/eHu1ZxFPmqyhnait9VdsOQBEFOk.jpg
Trẻ Trâu Không Đùa Được Đâu,https://www.momo.vn/cinema/bad-boyz-band-24193/review,"Chính kịch, Âm Nhạc, Hài, Lãng mạn",https://cinema.momocdn.net/img/85970705300561884-maxresdefault.jpg?size=L
Vẹt Cò Phiêu Lưu Kỳ: Viên Ngọc Bí Ẩn,https://www.momo.vn/cinema/richard-the-stork-and-the-mystery-of-the-great-jewel-23719/review,"Gia đình, Phiêu lưu, Hài, Hoạt hình",https://cinema.momocdn.net/img/27714220197105100-58KBZ6EhPacJPHzhVnhwijROOkk.jpg
Shin Cậu Bé Bút Chì: Truyền Thuyết Nhẫn Thuật Ninja,https://www.momo.vn/cinema/crayon-shinchan-the-movie-the-tornado-legend-of-ninja-mononoke-900/review,"Hài, Hoạt hình",https://cinema.momocdn.net/img/92295649099960558-zlHeQg9OTYED2Gm4ZErdvElsUFg.jpg
Quyết Tâm Chia Tay,https://www.momo.vn/cinema/decision-to-leave-700/review,"Bí ẩn, Tâm lý, Hình sự, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143143-637909003035933565.jpg
Maika: Cô Bé Đến Từ Hành Tinh Khác,https://www.momo.vn/cinema/maika-688/review,"Gia đình, Khoa học - Viễn tưởng",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143124-637909002845945454.jpg
"Năm, Mười, Mười Lăm",https://www.momo.vn/cinema/come-play-with-me-656/review,"Ma, Tâm lý, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142958-637909001985686907.jpg
Raya và Rồng Thần Cuối Cùng,https://www.momo.vn/cinema/raya-and-the-last-dragon-566/review,"Gia đình, Phiêu lưu, Khoa học - Viễn tưởng, Hành động, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142624-637908999846339065.jpg
Tín Hiệu Cầu Cứu,https://www.momo.vn/cinema/blink-twice-23834/review,Gay cấn,https://cinema.momocdn.net/img/59078077504632937-e86BQFrxPtDZwv4CfzfJJFufUAm.jpg
Joker (Chiếu Lại),https://www.momo.vn/cinema/joker-240/review,"Tội phạm, Tâm lý, Hồi Hộp",https://cinema.momocdn.net/img/76733074577462347-hO7KbdvGOtDdeg0W4Y5nKEHeDDh.jpg
Những Tế Bào Của Yumi,https://www.momo.vn/cinema/yumis-cells-the-movie-23809/review,"Hài, Lãng mạn, Hoạt hình",https://cinema.momocdn.net/img/57932288119570728-jUIT2wLol4NGLevmNBi3O7h8cMH.jpg
Yêu Cuồng Loạn,https://www.momo.vn/cinema/love-lies-bleeding-23777/review,"Gay cấn, Hình sự, Lãng mạn",https://cinema.momocdn.net/img/36010485584237458-a8TSJvPcllhn7Tmba7mL6LaDRrx.jpg
Đóa Hoa Mong manh,https://www.momo.vn/cinema/a-fragile-flower-23800/review,"Chính kịch, Âm Nhạc, Lãng mạn",https://cinema.momocdn.net/img/51006883987150710-2A2Ckh2RqPhu4KSexCga0ARqJxO.jpg
Hành Trình Digimon 02: Khởi Đầu,https://www.momo.vn/cinema/digimon-adventure-02-the-beginning-23738/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hoạt hình",https://cinema.momocdn.net/img/30970612719530940-1HHp75V06ymY19lRqU7EPRv55Jt.jpg
Liên Minh Siêu Thú DC,https://www.momo.vn/cinema/dc-league-of-superpets-787/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hài, Hành động, Hoạt hình",https://cinema.momocdn.net/img/77874119321349879-9d7ZEb8poSHV6SQ9LqMtlSgF1Bx.jpg
Nhà Có Năm Nàng Dâu Special 2,https://www.momo.vn/cinema/the-quintessential-quintuplets-specials-2-24139/review,"Hài, Lãng mạn, Hoạt hình",https://cinema.momocdn.net/img/112502091951604951-maxresdefault%20(1
Điện Thoại Ma Ám,https://www.momo.vn/cinema/cellphone-23760/review,"Chính kịch, Gay cấn, Kinh dị",https://cinema.momocdn.net/img/34430179961050706-maxresdefault%20(1
Hung Thủ Vô Hình,https://www.momo.vn/cinema/confession-889/review,"Gay cấn, Hình sự",https://cinema.momocdn.net/img/90473006431218443-p6YKmSgBU54L3MPeyXCS0mC0nM1.jpg
Án Mạng Liên Hoàn Lúc Nửa Đêm,https://www.momo.vn/cinema/haunted-tales-678/review,"Ma, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143105-637909002657567528.jpg
Resident Evil: Quỷ dữ trỗi dậy,https://www.momo.vn/cinema/resident-evil-welcome-to-raccoon-city-596/review,"Gay cấn, Kinh dị, Khoa học - Viễn tưởng, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142739-637909000593120368.jpg
Âm Hồn Nhập Xác,https://www.momo.vn/cinema/the-medium-574/review,"Gay cấn, Ma, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142650-637909000100192361.jpg
Báo Thủ Đi Tìm Chủ,https://www.momo.vn/cinema/gracie-and-pedro-pets-to-the-rescue-24030/review,"Gia đình, Phiêu lưu, Hài, Hoạt hình",https://cinema.momocdn.net/img/76653558332434397-u24qadYPInLoBf3Un8D0OsXNSLc.jpg
Arthur: Chú Chó Kiên Cường,https://www.momo.vn/cinema/arthur-the-king-23818/review,"Chính kịch, Phiêu lưu",https://cinema.momocdn.net/img/58032472200945589-jw4SNkaSgbrO7VJPsZUZqbBg1Ph.jpg
Thước Phim Kinh Hoàng,https://www.momo.vn/cinema/streamer-23586/review,"Bí ẩn, Kinh dị",https://cinema.momocdn.net/img/15076117776554962-w7TfLkYtmnA6EuSQKmGRSoa7i4I.jpg
Tăng Tốc.. Về Phía Em,https://www.momo.vn/cinema/fast-feel-love-670/review,"Hài, Hành động, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143042-637909002422275408.jpg
Thiên Thần Hộ Mệnh,https://www.momo.vn/cinema/thien-than-ho-menh-534/review,"Gay cấn, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142517-637908999176653470.jpg
Người Cần Quên Phải Nhớ,https://www.momo.vn/cinema/nguoi-can-quen-phai-nho-555/review,"Hài, Hành động, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142613-637908999730188431.jpg
Bước Chân Thép,https://www.momo.vn/cinema/road-to-boston-23675/review,"Chính kịch, Thể thao",https://cinema.momocdn.net/img/22957252156847111-qcrActjV3aZl79xfbZ8Wxnqy9eC.jpg
Hội Chứng Tuổi Thanh Xuân: Em Gái Xuất Hành,https://www.momo.vn/cinema/rascal-does-not-dream-of-a-sister-venturing-out-23662/review,"Chính kịch, Hoạt hình",https://cinema.momocdn.net/img/21744599012848101-uHyg0pGMC6Ut0gJWfvVpPtKxHm9.jpg
Ấn Quỷ,https://www.momo.vn/cinema/the-unholy-476/review,Kinh dị,https://homepage.momocdn.net/cinema/momo-cdn-api-220615142353-637908998332156183.jpg
Nhóc Quậy và Khu Rừng Kỳ Diệu,https://www.momo.vn/cinema/into-the-wonderwoods-24220/review,"Gia đình, Phiêu lưu, Hoạt hình",https://image.tmdb.org/t/p/w780/oH7YAvRgeC5xeMgXSnQBfIllb7X.jpg
Giải Cứu Anh Thầy,https://www.momo.vn/cinema/bo-phim-bi-an-24127/review,,https://cinema.momocdn.net/img/51225362080653691-Bo-Phim-Bi-An.jpg
Ác Quỷ Truy Hồn,https://www.momo.vn/cinema/sakaratul-maut-24077/review,"Gay cấn, Kinh dị",https://cinema.momocdn.net/img/63218399188644439-63LZxcDtEsvJQUG9vQfzwDQ1Kxh.jpg
Borderlands,https://www.momo.vn/cinema/borderlands-23836/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hành động",https://cinema.momocdn.net/img/59077395942686985-cO7Mhi8GmtVH4pgZMMqSumOLrC4.jpg
Trò Chơi Chết Chóc,https://www.momo.vn/cinema/the-last-hide-seek-23801/review,Kinh dị,https://cinema.momocdn.net/img/37454759921285300-hs-750_1711611723627.jpg
Ruby Thủy Quái Tuổi Teen,https://www.momo.vn/cinema/ruby-gillman-teenage-kraken-1006/review,"Gia đình, Khoa học - Viễn tưởng, Hoạt hình",https://cinema.momocdn.net/img/cc2ffde3-6404-401a-8143-48f5b9224bbe-67606566478082014.jpg
Chuột Nhí và Sứ Mệnh Thần Biển,https://www.momo.vn/cinema/argonuts-948/review,"Gia đình, Phiêu lưu, Khoa học - Viễn tưởng, Hoạt hình",https://cinema.momocdn.net/img/2891502191910288-5osplMfdotS9lGOSLPx3Zj8NuMi.jpg
"Nhắn Gửi Tất Cả Các Em, Những Người Tôi Đã Yêu",https://www.momo.vn/cinema/to-every-you-ive-loved-before-931/review,"Khoa học - Viễn tưởng, Lãng mạn, Hoạt hình",https://cinema.momocdn.net/img/1005785784522013-pQvdcLJjBO9vSltu0U1rghv0xfe.jpg
Bà Hoàng Lươn Lẹo 2,https://www.momo.vn/cinema/honest-candidate-2-853/review,Hài,https://cinema.momocdn.net/img/87110922750389131-ljQ71Tn4N083lnKtmeQFpRkscbf.jpg
Sky Tour,https://www.momo.vn/cinema/sky-tour-339/review,"Âm Nhạc, Tài liệu",https://homepage.momocdn.net/cinema/momo-cdn-api-220615135713-637908982333975306.png
Chuyện Ma Giảng Đường - Học Kỳ 2,https://www.momo.vn/cinema/haunted-universities-2nd-semester-788/review,"Gay cấn, Ma, Kinh dị, Hài",https://cinema.momocdn.net/img/77875816340677432-dXtuggcZJmKMlJ7B2KltQg47lG9.jpg
Mưu Kế Thượng Lưu,https://www.momo.vn/cinema/vanity-fair-617/review,"Gay cấn, Bí ẩn, Tâm lý",https://cinema.momocdn.net/img/1515727e-2d21-4454-a413-f248ec5241f0-4263120171037621.png
Ma Trận: Hồi Sinh,https://www.momo.vn/cinema/the-matrix-resurrections-584/review,"Khoa học - Viễn tưởng, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142702-637909000227859644.jpg
Âm Vực Chết,https://www.momo.vn/cinema/sound-of-silence-977/review,"Gay cấn, Kinh dị",https://cinema.momocdn.net/img/6705285569950689-8koF5lkt1wImZTUH1CkPgmHLtZF.jpg
Tìm Nhà Cho Boss,https://www.momo.vn/cinema/my-heart-puppy-951/review,"Chính kịch, Hài, Lãng mạn",https://cinema.momocdn.net/img/3433271914470878-buRI0PF6uwsj4x6zfpymgKLGUyT.jpg
Virus Cuồng Loạn,https://www.momo.vn/cinema/virus-cuong-loan-846/review,"Gay cấn, Kinh dị",https://cinema.momocdn.net/img/86862372074062155-57febe0a-930a-40da-9bdf-a23aa25b25dd.jpg
Tiểu Thư Jones: Suy Vì Anh,https://www.momo.vn/cinema/bridget-jones-mad-about-the-boy-24218/review,"Chính kịch, Hài, Lãng mạn",https://image.tmdb.org/t/p/w780/z0L9XMfZxRcsirTCVTp8bV3ufzG.jpg
Xin Chào Jadoo: Bí Mật Đảo Jeju,https://www.momo.vn/cinema/hello-jadoo-the-secret-of-jeju-island-24192/review,Hoạt hình,https://image.tmdb.org/t/p/w780/9H4IqX5lNNwk4dsMmw5QCizM8vK.jpg
Phép Màu Giữa Đêm Đông,https://www.momo.vn/cinema/white-bird-24051/review,"Chính kịch, Gia đình, Chiến tranh, Lịch sử",https://cinema.momocdn.net/img/56598482013054050-jkiqPH80Lo9gFXDDxViklqaHU8O.jpg
Hẹn Hò Với Sát Nhân,https://www.momo.vn/cinema/woman-of-the-hour-24040/review,"Bí ẩn, Tội phạm, Tâm lý",https://cinema.momocdn.net/img/76907087220243289-hVhV2r6X6IWs3y2NStClsUMWbdL.jpg
Ổ Nhện,https://www.momo.vn/cinema/vermines-23819/review,Kinh dị,https://cinema.momocdn.net/img/58117020868574869-gjHE8SBMNXtxPiNv8ngIHzgxVO5.jpg
Khu Vườn Quỷ Dị,https://www.momo.vn/cinema/forbidden-play-23679/review,"Ma, Kinh dị",https://cinema.momocdn.net/img/23727899112515192-ftvjetaYfmqKyPLb8LqRTFqzPEe.jpg
Quái Thú,https://www.momo.vn/cinema/beast-807/review,"Gay cấn, Kinh dị, Hành động",https://cinema.momocdn.net/img/80291602324789443-8TUb2U9GN3PonbXAQ1FBcJ4XeXu.jpg
Siêu Trộm Đường Phố 111,https://www.momo.vn/cinema/sieu-trom-duong-pho-111-23784/review,"Chính kịch, Hình sự, Hành động",https://cinema.momocdn.net/img/116726863014936080-yh8iIOLwLKaV1gl74F4u2KcYv5l.jpg
Cậu Vàng,https://www.momo.vn/cinema/cau-vang-464/review,Chính kịch,https://homepage.momocdn.net/cinema/momo-cdn-api-220615142344-637908998247761823.jpg
"Josée, Nàng Thơ Của Tôi",https://www.momo.vn/cinema/josee-499/review,"Chính kịch, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142428-637908998682831377.jpg
Hồn Ma Theo Đuổi,https://www.momo.vn/cinema/shutter-24129/review,"Gay cấn, Bí ẩn, Kinh dị",https://cinema.momocdn.net/img/51332724032591226-kyVSY4kJcC7ThHE6hQFXxtyaLJv.jpg
Người Chết Trở Về,https://www.momo.vn/cinema/deadman-23772/review,"Gay cấn, Bí ẩn, Hình sự",https://cinema.momocdn.net/img/35216903969597673-4mmkQRZFy6KtNLpw55UYQ2iZ2N1.jpg
Đỉnh Chiak: Ám Ảnh Tử Thần,https://www.momo.vn/cinema/mount-chiak-23716/review,Kinh dị,https://cinema.momocdn.net/img/27706075615060351-t4QVBXlgE9zuRoanEFZvufDIgF5.jpg
"""Nó"" Ở Trong Rừng",https://www.momo.vn/cinema/its-in-the-woods-926/review,"Ma, Kinh dị",https://cinema.momocdn.net/img/1007191399195727-82dZuGDo2w5jpdmTCNLTMqmS0GI.jpg
Săn Lùng,https://www.momo.vn/cinema/hunt-864/review,"Gay cấn, Hành động",https://cinema.momocdn.net/img/88669123009186473-aRJjCgp4uVUkXhDw8NClesQXbt3.jpg
Cú Rơi Tử Thần,https://www.momo.vn/cinema/fall-806/review,Gay cấn,https://cinema.momocdn.net/img/80291823673279070-n4Iy2cE52WsTKeNtuSD7vgu2qwf.jpg
Trịnh Công Sơn,https://www.momo.vn/cinema/trinh-cong-son-697/review,"Tâm lý, Tình cảm, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143138-637909002987189170.jpg
"Tiếng Kêu ""Cứu"" Lúc Nửa Đêm",https://www.momo.vn/cinema/midnight-661/review,"Gay cấn, Bí ẩn, Tâm lý",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143023-637909002234044446.jpg
Gintama: The Very Final,https://www.momo.vn/cinema/gintama-the-very-final-618/review,"Hài, Hành động, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142850-637909001305600655.jpg
My Hero Academia: World Heroes’ Mission,https://www.momo.vn/cinema/my-hero-academia-world-heroes-mission-604/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hài, Hành động, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142804-637909000841040696.jpg
Happy New Year: Chúc Mừng Năm Mới,https://www.momo.vn/cinema/happy-new-year-595/review,"Tình cảm, Hài, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142737-637909000573797421.jpg
BOCCHI THE ROCK! Recap Part 1,https://www.momo.vn/cinema/bocchi-the-rock-recap-part-1-24069/review,"Âm Nhạc, Hài, Hoạt hình",https://cinema.momocdn.net/img/57525444487316658-4px3C1MnKtshitubBXBJDS4Fo94.jpg
Nắm Đấm Trời Ban,https://www.momo.vn/cinema/holy-punch-23820/review,"Hài, Hành động",https://cinema.momocdn.net/img/58818130942367512-iSjUx3tiZUI4T9ovwvBWPNAMf0C.jpg
Pororo: Cuộc Phiêu Lưu Đến Dinh Thự Rồng,https://www.momo.vn/cinema/pororo-dragon-castle-adventure-908/review,Hoạt hình,https://cinema.momocdn.net/img/93509058095166399-lVDCbjFaDVvsrAwJYghjXQcs7LW.jpg
Mặt Nạ Quỷ,https://www.momo.vn/cinema/the-ghost-within-974/review,"Ma, Kinh dị",https://cinema.momocdn.net/img/6176338566046559-kkmvC88pvvZdpNty4Z1jE7rSuh0.jpg
Chú Nguyền Tái Sinh,https://www.momo.vn/cinema/rasuk-888/review,Kinh dị,https://cinema.momocdn.net/img/90485836688222877-maxresdefault.jpg
Kẻ Săn Lùng Sợ Hãi: Tái Sinh,https://www.momo.vn/cinema/jeepers-creepers-reborn-830/review,"Gay cấn, Bí ẩn, Tâm lý, Kinh dị",https://cinema.momocdn.net/img/83833011411706747-zEMVGHpkxQ1GIgD6rATaYz6a7dk.jpg
Thuỷ Chiến Đảo Hansan: Rồng Trỗi Dậy,https://www.momo.vn/cinema/hansan-rising-dragon-814/review,"Chính kịch, Lịch sử, Hành động",https://cinema.momocdn.net/img/81659323843321137-bHXrZnsYAh8nfjmB3W2OvfQMVVp.jpg
Rừng Hiến Tế,https://www.momo.vn/cinema/gaia-644/review,"Chính kịch, Ma, Kinh dị, Khoa học - Viễn tưởng",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142926-637909001667817350.jpg
Hàm Tử Thần,https://www.momo.vn/cinema/deep-fear-23625/review,"Gay cấn, Kinh dị",https://cinema.momocdn.net/img/18458511539635707-HamTuThan.jpeg
Sống Sót,https://www.momo.vn/cinema/the-one-962/review,"Chính kịch, Gay cấn, Thảm hoạ, Hành động",https://cinema.momocdn.net/img/5246938570867394-xTLSA6areOJIf4dDNdhjOjiz68V.jpg
Tuổi Trẻ Huy Hoàng,https://www.momo.vn/cinema/the-fabelmans-928/review,Chính kịch,https://cinema.momocdn.net/img/1006713011650956-nlNGMvqmm3h0eEUuiysSJ4nPbXN.jpg
Xác Sống 32s,https://www.momo.vn/cinema/virus-32-783/review,"Bí ẩn, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220704150227-637925437474886248.jpg
Người Khởi Lửa,https://www.momo.vn/cinema/firestarter-677/review,"Gay cấn, Kinh dị, Khoa học - Viễn tưởng",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143103-637909002638576726.jpg
Ánh Trăng,https://www.momo.vn/cinema/moonlight-438/review,"Chính kịch, Kinh dị, Khoa học - Viễn tưởng, Hành động",https://cinema.momocdn.net/img/116727109842889116-jm1oD3eB08LImSwL1LrzF9AJQ5b.jpg
Người Tình,https://www.momo.vn/cinema/nguoi-tinh-623/review,"Chính kịch, Tâm lý, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142902-637909001424844745.jpg
Kỵ Sĩ Cưỡi Rồng,https://www.momo.vn/cinema/dragon-rider-506/review,"Gia đình, Phiêu lưu, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142433-637908998733759690.jpg
Nọc Độc,https://www.momo.vn/cinema/sting-23855/review,"Gay cấn, Kinh dị",https://cinema.momocdn.net/img/44988375797721623-k37Ccgu05Am1xxgN5GaW0HX9Kkl.jpg
Mamamoo: My Con The Movie,https://www.momo.vn/cinema/mamamoo-my-con-the-movie-23597/review,"Âm Nhạc, Tài liệu",https://cinema.momocdn.net/img/16196793642055603-gWNktIgLvrvAMDLynxYahR6xPEv.jpg
